真实值,预测值
8.33950005455877,13.983439243149409
7.900499401546488,14.382262381844699
7.900499401546488,13.958435215186336
7.460499467516397,13.952494535374035
7.460499467516397,14.32264289271606
7.021499731275691,13.635033040503147
7.021499731275691,13.56937202668885
7.021499731275691,13.049135327558075
6.801500222646433,11.592925271796117
6.581999437754504,11.103567272887247
6.581999437754504,10.4834244744933
6.581999437754504,9.924878641517363
6.581999437754504,9.148756327187463
6.581999437754504,7.382818661569524
6.581999437754504,6.975739994832603
6.581999437754504,6.508861234966575
6.581999437754504,6.336889555659361
6.581999437754504,6.319915529930231
6.581999437754504,6.281196599190611
6.362500486405727,6.0168152617969515
6.362500486405727,5.667138413746392
6.362500486405727,5.645950905854094
6.362500486405727,5.971778858127306
6.142500061004894,6.124017029261713
6.142500061004894,6.3119735377675825
6.142500061004894,6.468070400465257
6.142500061004894,6.517094760490384
6.142500061004894,6.611866022156534
5.92300019288454,6.925536666560776
5.92300019288454,6.90383851690066
5.92300019288454,6.72442723625443
5.92300019288454,6.744257005442714
5.703499407992611,6.870895247089667
5.703499407992611,6.77091947318672
5.703499407992611,6.625205048586933
5.483499899363354,6.481579029637211
5.263500390734095,6.663002623892701
5.263500390734095,6.411822797193044
5.263500390734095,6.454755210095834
5.263500390734095,6.285539346145993
5.263500390734095,5.999596458057038
5.044000522613743,6.0256419385304145
5.044000522613743,5.5040420000661685
4.824500196107602,5.538053308763169
4.604499770706768,5.874136267885209
4.604499770706768,5.748591734728392
4.384499803691722,5.337967912307185
4.384499803691722,5.521952966345942
4.16499993557137,5.134762742178166
3.9455000674510163,4.882505250490954
3.9455000674510163,4.875646423945317
3.9455000674510163,5.350546935101103
4.16499993557137,5.506563121900093
4.604499770706768,5.493039824382923
5.263500390734095,5.779384258422154
5.703499407992611,5.522570870388147
6.581999437754504,5.447997003312245
7.460499467516397,5.021595542068552
8.33950005455877,4.6430142613849466
9.438500150230402,4.785158777467897
10.536999688621552,4.471148010808969
11.635500143784277,4.750314581794124
12.514499814055076,4.3752812071095315
13.833000694618637,4.322350483399187
14.711500724380528,4.259377902231428
15.371000526530972,4.599508866247175
15.810500820052159,5.220862261507194
15.810500820052159,6.8123107930703
16.03000160494409,7.571718528027069
15.810500820052159,9.263726816987015
15.371000526530972,13.007372715186225
14.932000790290267,14.346299266462452
14.491999939488599,14.040730132475078
14.491999939488599,16.78329447348912
14.491999939488599,17.140092803141833
14.711999448117858,15.603770663213528
15.151499741639045,16.581313193414026
15.591000035160231,15.207701506332459
15.591000035160231,16.258039366751472
15.810500820052159,15.923690939451173
15.810500820052159,15.775733174804982
15.371000526530972,15.775698337485094
14.932000790290267,14.759165512158487
14.711999448117858,14.564806270966027
14.491999939488599,14.828407435748534
14.053000203247894,14.555260845317001
13.612999352446225,14.611807316122981
13.39350040109745,15.22674651905171
12.954000107576263,15.580767030829227
12.514499814055076,15.90997236958832
12.074999520533888,16.128195174903343
11.635500143784277,15.908269008000165
11.196499490771997,16.00475554928496
10.757000114022386,16.00421832114144
10.757000114022386,14.84085902729339
10.3174998205012,14.6353940152296
10.3174998205012,13.937087272268242
9.878000443751588,15.041892365558931
9.878000443751588,14.033615985045532
9.878000443751588,13.58487096695224
9.438500150230402,13.634723171710469
9.438500150230402,13.366101765777938
9.438500150230402,13.080140542257462
9.218499724829568,12.696379043783823
8.998999856709215,11.86964543783079
8.998999856709215,11.315395596459862
8.779499988588862,10.99802394520342
8.559499563188028,10.93468511379106
8.559499563188028,10.387861122185507
8.33950005455877,10.033618751686605
8.120000186438418,9.562364241088462
8.120000186438418,8.977945280695431
7.900499401546488,9.236856242095264
7.68049989291723,8.943015366879306
7.68049989291723,8.117638582858712
7.460499467516397,8.162777664944867
7.241000516167619,7.9290045801582
7.021499731275691,7.875642973807148
7.021499731275691,7.943126529514479
7.021499731275691,7.580430608313535
6.581999437754504,7.499153307474122
6.581999437754504,7.579034365203329
6.581999437754504,7.488072289435344
6.142500061004894,7.16799432848663
6.142500061004894,7.461253053751846
5.92300019288454,7.876462567596067
5.703499407992611,6.861022533988019
5.703499407992611,7.233573749630667
5.263500390734095,6.835878239973823
5.263500390734095,6.845543762699301
4.824500196107602,6.392816288879984
4.824500196107602,6.212821024739859
4.384499803691722,6.374955745036889
4.384499803691722,6.091907104813278
3.9455000674510163,6.151947392095289
3.9455000674510163,6.470291737993838
3.5055001334209246,5.256652107061582
3.2859998069147833,5.970398200133891
3.0664999387944305,5.586334167040182
3.0664999387944305,5.183843025269427
2.627000103659032,4.998037721266576
2.627000103659032,5.168788719220383
2.187499810137845,5.052769442737919
2.187499810137845,5.179518613745564
2.187499810137845,4.447680492007227
2.187499810137845,3.921345886738871
2.187499810137845,3.8158410634612343
2.187499810137845,3.4357145642863265
2.627000103659032,3.0920719067488176
3.0664999387944305,3.5792058178143806
3.9455000674510163,3.532180478210662
4.824500196107602,3.4238107437581125
5.703499407992611,3.3890793109881847
6.581999437754504,2.9427032306472043
7.241000516167619,2.774318878516771
7.900499401546488,2.741744609265106
8.779000348079958,2.539359032925007
9.658000018350755,2.6267773281660705
10.536999688621552,3.0842935583124795
11.416000275663926,3.1707584111145324
12.075499161042794,3.2114048540926343
12.954000107576263,2.9371118408053487
13.613499909726707,3.8073150878046906
13.833000694618637,3.76003534408864
13.613499909726707,4.803657394327868
13.613499909726707,5.2210786195991234
13.613499909726707,8.008530847287505
13.833000694618637,10.359211093664793
14.272499154596671,10.704466352404436
14.931500233009785,11.179620809286767
14.931500233009785,11.698652870566715
14.711500724380528,12.745878291485303
13.833000694618637,13.83762305690469
13.17399961620552,15.169268608324542
12.954000107576263,14.760834036426758
12.515000371335557,14.613780208554473
12.074999520533888,14.325598564276994
11.855500569185113,13.977461892474068
11.416000275663926,14.05514728227882
10.97649998214274,14.399717712651213
10.536999688621552,15.135986133030439
9.878000443751588,14.805816350573421
9.658000018350755,14.69814336251861
9.219000282110049,14.632154144480113
8.998999856709215,13.801058539368604
8.559499563188028,14.283185044086204
8.120000186438418,13.833433410802495
7.900499401546488,12.409600060017581
7.68049989291723,12.873238032362547
7.460499467516397,12.649839134729582
7.241000516167619,11.64903169224563
7.021499731275691,11.14687647890776
6.801999863155338,10.139712142316016
6.581999437754504,9.219577848202912
6.581999437754504,8.848978439245508
6.142500061004894,9.171221814656668
6.142500061004894,9.197139863880986
5.703499407992611,8.654121391087296
5.703499407992611,8.406519723848659
5.703499407992611,8.464724634435573
5.263500390734095,7.9707543577279845
5.263500390734095,7.359523495824065
5.263500390734095,7.008320223099511
5.044000522613743,6.4649570441932545
4.824500196107602,5.8796570663157155
4.824500196107602,5.894119137926681
4.384499803691722,5.87908683439546
4.384499803691722,5.1589893478448134
4.384499803691722,4.955898774162792
3.9455000674510163,5.086038166458383
3.9455000674510163,4.887096900929212
3.5055001334209246,4.493540614937884
3.5055001334209246,4.525030343415174
3.0664999387944305,4.409902168904555
2.8470000706740777,4.483750869663862
2.627000103659032,4.6341843759509675
2.407000136643986,4.444393407521578
2.187499810137845,4.52614192895104
1.9679999420174923,4.1623133364679825
1.7485000738971392,3.914486601807445
1.7485000738971392,4.098711391613318
1.3085001398670477,3.2151819529856405
1.3085001398670477,2.8942110565219306
1.0890000425538007,2.7796434878300187
0.8694999452405539,2.529570204422561
0.8694999452405539,2.546797259106659
0.42950001121046216,2.284036773859319
0.42950001121046216,1.8218615105638178
0.42950001121046216,1.8249331537291134
0.20999991389721526,1.7430329066038277
-0.009499954223137626,1.620450462408977
-0.009499954223137626,1.4126353064101809
-0.2294999212381835,1.7038954696397763
-0.2294999212381835,1.2899373489967576
-0.44949988825322934,0.9390077325876321
-0.44949988825322934,1.176277384165059
-0.6689999855664762,1.0192176821197187
-0.8884999682832762,0.9639104572915594
-0.8884999682832762,0.5782753069095273
-1.108500049894769,0.3656351821063882
-1.108500049894769,0.09967401809443413
-1.108500049894769,-0.01491555311530081
-1.108500049894769,-0.11182610125398326
-0.6689999855664762,-0.23517634164371082
-0.2294999212381835,-0.5285019912339722
0.20999991389721526,-0.33464353651488643
1.0890000425538007,-0.5243765191420963
1.9679999420174923,-0.4626699995207554
3.0664999387944305,-0.615157761716721
4.384499803691722,-0.632452657497441
5.044000522613743,-1.1221210981812264
6.142500061004894,-0.9562656604431128
7.2415001566765245,-0.8066491122266459
8.33950005455877,-0.7134700535950652
9.438500150230402,0.4115670424128653
10.097499395100366,0.8911096264435882
10.75650047351348,1.7515332126562442
11.416000275663926,2.3115532143263438
12.074999520533888,3.680133658998974
12.515000371335557,5.459930618916678
12.734499322684334,6.108185300916245
13.17399961620552,6.1969544590745045
13.833000694618637,6.985262501192228
14.052499645967412,8.184893862443626
14.711999448117858,12.11448303876787
14.711999448117858,11.866979466087862
14.711500724380528,13.933442188482177
14.711999448117858,13.086204069460944
14.49250049676908,13.476691920987491
14.711999448117858,13.84249844814571
14.711999448117858,13.155726525153238
14.711999448117858,13.318484650121928
14.49250049676908,14.353301567759729
14.272499154596671,15.148296541752597
14.052499645967412,15.307855133921143
13.613499909726707,15.39792244063098
12.954000107576263,14.791081997804392
12.514499814055076,15.132936950768753
12.294999945934723,15.013472446703785
11.635999784293183,15.019033583083635
10.97649998214274,14.109464164612037
10.536999688621552,14.737746061057468
10.097999952380846,15.148333212615634
9.658000018350755,15.042024380665872
9.438500150230402,14.313205646113
8.998999856709215,13.764103477141155
8.779499988588862,13.125432725196804
8.33950005455877,13.765548309144888
8.33950005455877,12.917978318813153
8.120000186438418,12.304539870954292
8.120000186438418,11.999948932238482
7.68049989291723,11.641373899271533
7.68049989291723,11.308775588909764
7.68049989291723,9.920525810074645
7.68049989291723,10.271341288422562
7.461000024796878,9.144074374748973
7.241000516167619,9.614697229731272
7.241000516167619,9.260304508693912
7.241000516167619,8.747126033926547
7.021499731275691,8.027970988556
6.801500222646433,8.018608000450593
6.581999437754504,7.554966361019324
6.362500486405727,7.197526291263431
6.142500061004894,7.510061055685043
6.142500061004894,7.292627590696932
5.92300019288454,7.103202414126354
5.703499407992611,6.996328850885791
5.263500390734095,6.735139712119668
5.044000522613743,6.9466618339859085
4.824500196107602,7.003502588467776
4.604499770706768,6.994766672120335
4.384499803691722,6.695950477561574
4.16499993557137,6.577887717236267
3.9455000674510163,5.868587966307424
3.7255001004359705,5.90311725094485
3.5055001334209246,5.750779151708662
3.2859998069147833,5.5972877538299
3.0664999387944305,5.014094058648158
3.0664999387944305,4.908685954771787
2.627000103659032,4.069952725660851
2.627000103659032,3.754580094825816
2.627000103659032,3.732495525946428
2.187499810137845,3.276782127104169
2.187499810137845,3.2934930393909942
2.187499810137845,3.2361086393645753
1.7485000738971392,3.6581325163329996
1.7485000738971392,3.267680877283702
1.3085001398670477,3.109192157544315
1.3085001398670477,2.807982730786479
1.3085001398670477,2.4012671055936425
1.3085001398670477,2.975111564243618
0.8694999452405539,2.9116728047294775
0.8694999452405539,2.8058191498671836
0.8694999452405539,2.611455783202631
0.649499978225508,2.8431390871818696
0.42950001121046216,2.7254581622179557
0.42950001121046216,1.4199749796474161
0.42950001121046216,0.6687819763971483
0.42950001121046216,1.064449128942153
0.8694999452405539,0.9712886349349856
1.3085001398670477,0.9867740528176301
1.7485000738971392,0.8009531636979886
2.407500235538679,0.6392992900925567
3.0664999387944305,0.6388402167258885
4.16499993557137,0.27154851961459486
4.824000097212909,0.08294889584818096
5.483499899363354,0.24122767489667044
6.362500486405727,0.5589823074789754
7.241000516167619,0.447367430840377
8.120000186438418,0.15213077090000107
8.998999856709215,0.9612584663151652
10.097499395100366,2.638180133028016
10.757000114022386,3.7662015497086307
11.635500143784277,5.235456348225099
12.294999945934723,7.52997425108674
12.734499322684334,7.922460664648908
12.954500664856743,7.841368551667842
13.17399961620552,8.408801568301255
13.613499909726707,10.423684888288207
14.491999939488599,12.824346604215936
15.151499741639045,13.499525033858662
15.591000035160231,13.774897545676655
16.249999280030195,13.677626247922827
16.249999280030195,14.02663751980923
16.249999280030195,13.959417994315778
16.030500328681416,13.16581651311839
16.030500328681416,12.802089223894477
16.030500328681416,12.766997041509404
15.591000035160231,12.28270420555778
15.371000526530972,13.197764168997878
14.932000790290267,13.972997214899083
14.491999939488599,14.254442421636318
14.053000203247894,15.73594895549408
13.39350040109745,15.863044666157444
12.954000107576263,15.751354385056722
12.514499814055076,15.90428655227414
12.294500305425817,15.870954571314934
11.855500569185113,15.620505411561329
11.196499490771997,15.570913569930674
10.757000114022386,15.614856265110186
10.3174998205012,15.45379050047074
9.878000443751588,14.085686777017616
9.658000018350755,13.806190626650897
9.219000282110049,12.540983511341768
8.998999856709215,12.099494740272297
8.559499563188028,11.376843128110991
8.339999695067675,12.095078651590837
8.120000186438418,11.834265389170863
7.68049989291723,11.606314720663196
7.68049989291723,11.905102495303101
7.241000516167619,11.98795114262373
7.021499731275691,11.540313584594212
6.801500222646433,11.251168413390385
6.581999437754504,10.409292491317014
6.362500486405727,9.645715279232723
6.142500061004894,8.836174807415478
5.92300019288454,10.146700692039653
5.703499407992611,9.146571660521921
5.703499407992611,8.818382104669006
5.483499899363354,8.282756477863956
5.263500390734095,6.980764819840507
5.263500390734095,6.934477022969659
5.044000522613743,6.761671998299886
4.824500196107602,5.747234912795952
4.824500196107602,6.186082464955047
4.824500196107602,6.1668330121743535
4.604499770706768,5.826917947864749
4.384499803691722,5.610360916503268
4.384499803691722,5.22910312120361
4.384499803691722,5.124964287574173
4.16499993557137,5.016998391000839
3.9455000674510163,4.8147484968539835
3.9455000674510163,4.842388701483764
3.5055001334209246,4.718707506555111
3.5055001334209246,4.517672334746418
3.5055001334209246,4.602999932408477
3.2859998069147833,4.655274247670426
3.0664999387944305,4.3309374243655325
3.0664999387944305,4.262486674645551
2.8464999717793846,4.180601554251268
2.627000103659032,4.0005118626388185
2.627000103659032,3.7751551993053654
2.627000103659032,3.6252263757708327
2.187499810137845,3.1777194576908907
2.187499810137845,3.5410525351371356
2.187499810137845,3.3896848386141145
2.187499810137845,2.5891534810739496
2.187499810137845,2.6524968963441893
1.9679999420174923,2.110305809897814
1.7485000738971392,1.7405819177954653
1.7485000738971392,1.6221501569108299
1.7485000738971392,1.589157839820522
1.7485000738971392,1.5536925314040282
1.7485000738971392,1.2180743754710062
1.9679999420174923,1.0823504691203787
2.627000103659032,1.1527310230077827
2.8470000706740777,1.3776755975178359
3.5055001334209246,1.6145308683429231
3.9455000674510163,1.7380227499411383
4.824500196107602,1.9485877622820638
5.483499899363354,2.0088687021027676
6.362500486405727,1.9801302051249716
6.801999863155338,1.9318108424417682
7.460499467516397,1.983437458585292
8.120000186438418,2.021004465839703
8.779000348079958,2.8834912464840845
9.438500150230402,4.015174707224922
10.3174998205012,4.392825006373128
11.19599985026309,4.182675749941906
11.855500569185113,4.64674414654179
12.514499814055076,4.8843273339982
12.954500664856743,6.705537157931518
12.954500664856743,6.554826328242681
13.39350040109745,7.535921348300073
13.833000694618637,8.279703628515968
14.272499154596671,8.298308590878753
14.931500233009785,8.844080128715088
15.591000035160231,10.517806158906993
16.030500328681416,9.530222229634868
16.249999280030195,9.327647798350117
16.469998788659453,10.532689945442906
16.249999280030195,12.04961686590994
16.249999280030195,12.699132108826468
16.249999280030195,13.046841565074992
16.249999280030195,13.841348816589441
15.810500820052159,14.440605724939585
15.371000526530972,14.142852985408952
15.151499741639045,14.499046245821523
14.491999939488599,15.602930900449936
13.833000694618637,16.637300433558664
13.39350040109745,16.779093826128015
12.734499322684334,16.926606039788286
12.294500305425817,16.771020735630003
11.855500569185113,16.497780634497722
11.196499490771997,16.588574024295728
10.757000114022386,16.784242415298678
10.3174998205012,16.78934699943369
9.658000018350755,16.712261178239626
9.438500150230402,17.440575688425714
8.998999856709215,17.221338933747663
8.559499563188028,16.488605584565388
8.339999695067675,15.73300611873521
7.899999761037583,15.337536530464828
7.68049989291723,13.149228448222745
7.241000516167619,13.53314304754957
7.021000090766786,13.215439524982626
6.801500222646433,13.332652438057007
6.801500222646433,13.119908259679994
6.362500486405727,11.948749990035148
6.362500486405727,11.105325640769962
6.362500486405727,10.211885901406022
6.142500061004894,9.897052790643448
5.92300019288454,9.263644307545178
5.92300019288454,8.059739873978172
5.703499407992611,7.766752513099445
5.703499407992611,6.747131084333388
5.483499899363354,7.020778232045401
5.483499899363354,6.3160999266310345
5.263500390734095,5.821597922409381
5.263500390734095,5.4587809873604085
5.044000522613743,5.377334083779441
5.044000522613743,5.749666191015431
4.824500196107602,5.284241430868896
4.824500196107602,5.568455287765568
4.604499770706768,5.63484146789646
4.604499770706768,5.794184618744653
4.604499770706768,5.740349041488824
4.384499803691722,5.614792590301518
4.16499993557137,5.741816792781956
4.16499993557137,5.706465164040883
4.16499993557137,5.557105655655029
3.9455000674510163,5.408453894925826
3.7255001004359705,5.125534519494428
3.7255001004359705,5.040883499255437
3.7255001004359705,4.713488784358887
3.7255001004359705,4.700377575665118
3.5055001334209246,4.673870042317451
3.2859998069147833,4.012660461177817
3.2859998069147833,4.019148912006762
3.0664999387944305,3.9129812628796983
3.0664999387944305,4.1313599193626365
2.8464999717793846,3.677680378261672
2.8464999717793846,3.721387921531946
2.8464999717793846,3.6972892055001463
2.627000103659032,3.67136198856007
2.627000103659032,3.7381914277479447
2.627000103659032,3.8067544819859833
2.627000103659032,3.4167882734861634
2.627000103659032,3.1844036392513058
2.8464999717793846,3.425419219488156
3.0659998398997375,3.630855353247304
3.2859998069147833,3.3869166468404655
3.7255001004359705,3.0294545745667483
4.16499993557137,3.0755764357823456
4.385000360972203,3.3334239421540497
4.824000097212909,3.2287891351020117
5.264000031243,3.250755440448099
5.702999767483707,3.1054164338086725
6.362500486405727,2.9570080759328903
7.021000090766786,2.826701831210472
7.461000024796878,3.0930615616650803
8.339999695067675,3.6201424189962776
8.998999856709215,4.270138050218616
9.878000443751588,4.615330051719519
10.757000114022386,5.196506391048334
11.635999784293183,5.472013668287995
12.294999945934723,5.683359770011649
12.734000598947004,5.084845446638043
12.954000107576263,5.015244148590216
13.39350040109745,5.12578204781994
13.39350040109745,5.515199110145753
13.833000694618637,6.495960425349491
14.49250049676908,7.215096218516942
14.931500233009785,6.620453421508668
15.371499250268302,6.818915215503606
15.371499250268302,6.874274467118701
15.591000035160231,7.8769347049576925
15.591000035160231,9.908252988987103
15.591000035160231,11.346164284092648
15.591000035160231,12.647710391130175
15.591000035160231,13.532798341437005
15.371499250268302,13.428544911360571
15.371499250268302,13.834639882196475
14.931500233009785,14.529242867990904
14.711999448117858,14.344918608469037
14.272499154596671,14.493648294782197
14.272499154596671,15.684206367746196
13.833000694618637,15.858794513131237
13.612999352446225,15.722641099297265
13.39350040109745,15.731500779807464
12.954000107576263,15.547222358864396
12.514499814055076,15.503829726630467
12.294999945934723,15.75315309088878
12.074999520533888,15.726128498372264
11.635500143784277,15.06520586673591
11.196499490771997,14.923973538371053
11.196499490771997,14.765713094754082
10.757000114022386,14.51786939981939
10.3174998205012,14.523415867854023
10.3174998205012,14.226211357725822
9.878000443751588,13.953576325833684
9.438500150230402,13.764670041975107
9.438500150230402,13.964012853454554
8.998999856709215,13.73682402212652
8.559499563188028,12.356840772591944
8.559499563188028,12.059245717772379
8.120000186438418,11.846225591150999
7.900499401546488,11.91432613412896
7.68049989291723,11.598208626388447
7.460499467516397,10.928768270039734
7.241000516167619,10.485672398397583
7.241000516167619,9.054513125949073
7.021499731275691,8.953747094947639
6.801500222646433,9.025979527418508
6.801500222646433,8.195706266410646
6.581999437754504,8.049207085341825
6.362500486405727,7.743167647535978
6.362500486405727,7.19699823083567
6.362500486405727,7.105704283757183
6.142500061004894,6.587236036996458
5.92300019288454,6.7455670720247785
5.703499407992611,6.738136638401522
5.483499899363354,6.3251026235070835
5.263500390734095,5.964569366453858
5.044000522613743,6.074132737498324
5.044000522613743,6.2017528415031435
5.044000522613743,5.945869976618749
5.044000522613743,6.18304978458173
4.604499770706768,6.140403404410645
4.604499770706768,5.944684590971017
4.384499803691722,5.937325665530686
4.16499993557137,5.9232385534942935
4.16499993557137,5.902184894252086
3.9455000674510163,5.949028254697974
3.7255001004359705,5.762564250317788
3.5055001334209246,5.514224581960494
3.5055001334209246,5.239753256601682
3.2859998069147833,5.082837716886663
3.0664999387944305,4.996373780856187
2.8464999717793846,4.346014649703975
2.627000103659032,3.8681635092309214
2.627000103659032,4.103769678783746
2.407500235538679,4.063591706080966
2.407500235538679,3.6707014546395818
2.187499810137845,3.6354442533708338
2.187499810137845,3.5794047572463663
2.187499810137845,3.4584610422435667
2.407500235538679,3.4426586505885295
2.627000103659032,2.9502423017022137
3.5055001334209246,2.5727634388387144
3.9455000674510163,2.2917931197778336
4.824500196107602,2.153139669856186
5.483499899363354,2.1766099389726565
6.362500486405727,2.017870482207241
7.021499731275691,1.6656990986984608
7.900499401546488,1.5473539727277548
8.559499563188028,1.6674235460328648
9.438500150230402,1.8994107597895382
10.3174998205012,1.7910364414791085
11.416000275663926,1.7158978431124075
12.074999520533888,2.2451936205711545
13.17399961620552,2.6610077452697296
13.833000694618637,3.4638874132017476
14.272499154596671,5.2830019556981815
14.491999939488599,4.876741049207028
14.711999448117858,6.163701320470832
14.931500233009785,7.0410709708795505
15.591000035160231,8.502946674981017
16.030500328681416,8.999125454415124
16.689501407094532,8.909566955929952
17.12899986707257,10.122021201214476
17.568001436856427,11.931896978154047
17.788000945485685,12.612732805192099
18.00749989683446,13.052859253699674
18.22750123900687,15.015520514404509
18.447500747636127,14.187672114215093
18.22750123900687,14.205884698343361
18.22750123900687,14.51728449955392
18.00799862057179,15.233658976734542
17.568001436856427,15.359341025627755
17.348498818421344,15.6838323249432
16.90900035844331,16.131326866606866
16.249999280030195,16.29877336141508
15.810500820052159,16.699127508642245
15.371499250268302,17.253754143130898
14.931500233009785,17.524240262448956
14.49250049676908,17.89632117427313
14.052499645967412,18.246999136884654
13.613499909726707,18.34071519446686
13.17350089246819,18.335421755387195
12.734499322684334,18.051745126634042
12.074999520533888,17.95571513759408
11.854999095133055,17.58810440397435
11.416000275663926,17.58090224647351
11.196499490771997,17.4781779913858
10.757000114022386,16.39105742179562
